Generation,Mean_Fitness,Std_Fitness,Best_Fitness
0.000000,25.346756,16.203402,54.830848
1.000000,37.433769,7.320344,54.830848
2.000000,42.718294,5.305754,59.076487
3.000000,43.392326,5.457231,60.455062
4.000000,45.630688,5.170097,62.170748
5.000000,48.710791,4.281244,62.766811
6.000000,51.650430,5.240604,67.741651
7.000000,50.913711,4.978544,65.499855
8.000000,49.887111,5.898000,65.499855
9.000000,52.072774,5.537127,78.194741
10.000000,54.785858,5.974433,78.194741
11.000000,57.130353,3.234915,68.331888
12.000000,59.430783,2.124219,68.331888
13.000000,60.627915,2.125971,69.369430
14.000000,61.631455,1.834772,66.992809
15.000000,62.085626,2.257579,67.214285
16.000000,63.195267,2.343517,69.372674
17.000000,63.664560,2.070231,67.858989
18.000000,64.567817,2.427032,69.836207
19.000000,64.996439,2.416393,70.217962
20.000000,65.659950,2.151836,70.255114
21.000000,67.014433,1.855058,70.255114
22.000000,68.008313,1.491801,72.770106
23.000000,68.871413,1.605707,72.770106
24.000000,68.993817,1.468882,72.770106
25.000000,69.098395,1.336565,72.770106
26.000000,68.974802,1.536321,72.839404
27.000000,69.097898,1.555343,72.837566
28.000000,69.197328,1.593037,72.837566
29.000000,68.808309,1.480515,72.734896
