Generation,Mean_Fitness,Std_Fitness,Best_Fitness
0.000000,5.804233,17.829753,57.119467
1.000000,23.708724,16.053957,57.119467
2.000000,36.730713,14.038175,57.179917
3.000000,50.174423,7.520762,57.119467
4.000000,57.117710,0.001347,57.119467
5.000000,57.119467,0.000000,57.119467
6.000000,57.119467,0.000000,57.119467
7.000000,57.119467,0.000000,57.119467
8.000000,57.119467,0.000000,57.119467
9.000000,57.119467,0.000000,57.119467
10.000000,57.119467,0.000000,57.119467
11.000000,57.119467,0.000000,57.119467
12.000000,57.119467,0.000000,57.119467
13.000000,57.119467,0.000000,57.119467
14.000000,57.299467,1.790977,75.119467
15.000000,57.479467,2.520000,75.119467
16.000000,58.118012,4.440907,84.974000
17.000000,57.848012,3.810246,84.974000
18.000000,58.567984,4.928442,84.974000
19.000000,60.205075,7.198907,84.974000
20.000000,63.954117,10.274713,94.900134
21.000000,70.574690,11.721796,94.900134
22.000000,79.837728,8.156696,94.900134
23.000000,83.512315,7.578016,94.900134
24.000000,87.835946,6.287033,94.900134
25.000000,89.364484,6.111227,94.900134
26.000000,89.364512,6.358269,94.900134
27.000000,91.569959,5.183825,94.900134
28.000000,91.523691,5.889162,94.900134
29.000000,93.571552,3.531926,94.900134
