Generation,Mean_Fitness,Std_Fitness,Best_Fitness
0.000000,39.388753,39.762030,94.156054
1.000000,72.603074,32.631819,94.156054
2.000000,91.223274,2.189839,94.156054
3.000000,92.141462,2.234396,94.156054
4.000000,92.829613,1.588424,94.341683
5.000000,93.315597,0.836833,94.341683
6.000000,93.498365,0.726219,94.341683
7.000000,93.648999,0.639967,94.341683
8.000000,93.886477,0.486835,94.341683
9.000000,93.892917,0.520144,94.341683
10.000000,94.019159,0.316141,94.414253
11.000000,94.081120,0.242597,94.414253
12.000000,94.128357,0.219860,94.414253
13.000000,94.175303,0.139461,94.414253
14.000000,94.191283,0.145692,94.414253
15.000000,94.200396,0.155134,94.414253
16.000000,94.197814,0.153695,94.414253
17.000000,94.200349,0.155070,94.414253
18.000000,94.204752,0.159926,94.596393
19.000000,94.211090,0.162372,94.596393
20.000000,94.228808,0.169464,94.536393
21.000000,94.284403,0.162317,94.536393
22.000000,94.330049,0.160547,94.656393
23.000000,94.339265,0.262193,94.656393
24.000000,94.420701,0.124695,94.656393
25.000000,94.420519,0.126370,94.656393
26.000000,94.321491,0.348546,94.656393
27.000000,94.331265,0.342236,94.656393
28.000000,94.383110,0.181982,94.656393
29.000000,94.428538,0.164851,94.656393
