Generation,Mean_Fitness,Std_Fitness,Best_Fitness
0.000000,19.239702,25.213690,86.417915
1.000000,32.321185,22.516703,85.557777
2.000000,43.206286,22.178439,87.066602
3.000000,47.831066,23.977147,88.211736
4.000000,52.426785,23.800159,88.816064
5.000000,57.641062,22.280244,87.191410
6.000000,62.201295,21.391716,88.791410
7.000000,66.384899,20.099889,88.791410
8.000000,72.980867,16.610960,89.818586
9.000000,80.637265,9.992416,89.818586
10.000000,84.462717,8.968183,92.301926
11.000000,86.344362,5.841790,92.301926
12.000000,87.303004,4.185759,92.301926
13.000000,88.281355,2.179387,92.301926
14.000000,87.613513,6.237476,92.301926
15.000000,89.254777,1.883507,92.301926
16.000000,89.367274,1.561854,92.301926
17.000000,89.608798,1.556206,92.301926
18.000000,90.024111,1.437676,92.301926
19.000000,90.098725,1.441839,92.301926
20.000000,90.189312,1.363067,92.301926
21.000000,90.242468,1.402083,92.301926
22.000000,90.485771,1.354594,92.301926
23.000000,90.086021,2.309140,92.301926
24.000000,90.283061,1.451627,92.301926
25.000000,90.612968,1.258181,92.301926
26.000000,90.536114,2.176321,92.301926
27.000000,90.857836,1.505540,92.301926
28.000000,90.924426,1.441317,92.301926
29.000000,90.958118,1.247780,92.301926
