Generation,Mean_Fitness,Std_Fitness,Best_Fitness
0.000000,14.615907,19.244772,50.548673
1.000000,38.763500,8.205096,56.948298
2.000000,46.353747,4.526463,59.590406
3.000000,49.839748,4.571364,71.457497
4.000000,51.340929,5.665392,72.715155
5.000000,52.133600,5.687789,66.990054
6.000000,52.537154,5.904035,66.323026
7.000000,52.243000,5.812921,66.690305
8.000000,52.104160,5.990797,66.502599
9.000000,53.187039,6.231572,66.971231
10.000000,52.334805,5.862892,69.261623
11.000000,53.429639,6.431757,68.149020
12.000000,56.302295,7.487331,69.970979
13.000000,55.741936,7.480117,68.966515
14.000000,60.465285,6.332164,78.359726
15.000000,62.071122,5.787416,75.755723
16.000000,64.807736,3.084966,77.984709
17.000000,64.453599,3.147886,71.266739
18.000000,64.837504,2.624777,69.853672
19.000000,65.132907,2.633249,70.429387
20.000000,65.707550,2.456150,70.429387
21.000000,65.835265,2.695050,70.429387
22.000000,66.895348,1.711546,71.121182
23.000000,66.678869,2.252490,70.797359
24.000000,66.730047,2.310892,70.797359
25.000000,67.338755,2.577012,83.525490
26.000000,68.083915,2.804832,83.525490
27.000000,67.476642,3.076098,83.525490
28.000000,67.449621,3.407268,83.525490
29.000000,67.546953,3.064422,83.525490
