Generation,Mean_Fitness,Std_Fitness,Best_Fitness
0.000000,56.371830,37.400990,92.394865
1.000000,89.974096,1.873637,94.005064
2.000000,91.216519,0.859592,93.232379
3.000000,91.855423,0.757121,93.378708
4.000000,92.161587,0.665083,93.940945
5.000000,92.314883,0.687321,93.940945
6.000000,92.518050,0.629532,93.940945
7.000000,92.812913,0.547884,94.126708
8.000000,93.067922,0.583482,93.940945
9.000000,93.288508,0.495219,93.940945
10.000000,93.539944,0.312674,93.940945
11.000000,93.601773,0.257449,93.940945
12.000000,93.653160,0.223838,94.115214
13.000000,93.724686,0.206443,94.115214
14.000000,93.642295,0.631883,94.235214
15.000000,93.753175,0.448970,94.235214
16.000000,93.766788,0.450352,94.235214
17.000000,93.796408,0.427342,94.235214
18.000000,93.846516,0.344358,94.235214
19.000000,93.861572,0.320650,94.235214
20.000000,93.874002,0.273603,94.235214
21.000000,93.931100,0.247583,94.235214
22.000000,93.972883,0.185621,94.235214
23.000000,94.012337,0.124573,94.235214
24.000000,94.038358,0.126486,94.235214
25.000000,94.051858,0.121299,94.235214
26.000000,94.058695,0.115103,94.235214
27.000000,94.058085,0.123776,94.235214
28.000000,94.079432,0.110728,94.235214
29.000000,94.040697,0.241577,94.235214
