Generation,Mean_Fitness,Std_Fitness,Best_Fitness
0.000000,20.683519,15.345484,51.684155
1.000000,35.833613,7.892655,56.312425
2.000000,41.200505,7.316610,62.135382
3.000000,47.477313,5.566367,63.021125
4.000000,50.406093,6.823800,66.973715
5.000000,52.807375,6.020397,65.915460
6.000000,54.470624,5.696938,69.437947
7.000000,56.593837,4.990295,69.437947
8.000000,58.730757,5.892163,70.136231
9.000000,60.020294,5.464479,69.614645
10.000000,59.363473,5.153057,71.404714
11.000000,59.157350,5.199230,69.637451
12.000000,61.355281,4.834249,69.899064
13.000000,62.501633,4.273113,70.049034
14.000000,63.271041,3.960320,71.310398
15.000000,63.952356,3.608792,71.375797
16.000000,64.456148,3.997065,71.536223
17.000000,64.198188,3.830945,71.559497
18.000000,65.368478,3.379211,71.303343
19.000000,64.771804,3.698717,71.303343
20.000000,65.941950,3.209912,71.303343
21.000000,66.491038,2.794806,71.303343
22.000000,66.073328,3.220936,72.913838
23.000000,66.629362,2.952094,72.913838
24.000000,66.229465,3.186997,72.913838
25.000000,67.389982,2.105259,71.393191
26.000000,67.683561,2.362922,71.393191
27.000000,67.066357,2.824712,71.318785
28.000000,66.364142,3.440858,71.463497
29.000000,67.756337,2.558287,71.474785
