Generation,Mean_Fitness,Std_Fitness,Best_Fitness
0.000000,27.557731,14.960741,70.187010
1.000000,39.808760,6.377949,70.187010
2.000000,42.640589,6.681268,70.187010
3.000000,44.889635,5.749385,66.834898
4.000000,46.802057,5.018655,66.834898
5.000000,49.073071,3.177056,65.954326
6.000000,49.277432,3.539150,65.954326
7.000000,50.561140,5.231105,70.691024
8.000000,51.069315,4.864503,66.225629
9.000000,50.832633,4.848282,65.954326
10.000000,51.887722,5.744454,66.351757
11.000000,52.815010,6.112476,68.961223
12.000000,54.677269,6.423802,68.961223
13.000000,57.973053,6.681141,68.961223
14.000000,61.183181,5.874278,68.961223
15.000000,64.816004,2.611040,71.613971
16.000000,66.509583,1.854483,84.601962
17.000000,66.537592,0.458645,68.690905
18.000000,66.719407,0.650220,68.690905
19.000000,67.094638,1.503280,77.353749
20.000000,67.376262,1.766086,77.772568
21.000000,67.471050,2.390864,77.772568
22.000000,67.722838,3.121819,81.067518
23.000000,67.450928,4.018690,81.938181
24.000000,68.077250,3.935387,81.938181
25.000000,67.095957,4.693915,81.938181
26.000000,67.962571,4.301216,81.938181
27.000000,68.983311,3.626544,81.067518
28.000000,69.456268,3.344503,77.705238
29.000000,70.737182,2.966232,77.705238
