Generation,Mean_Fitness,Std_Fitness,Best_Fitness
0.000000,21.382206,17.202782,64.294948
1.000000,37.800764,8.352236,62.166730
2.000000,45.884420,7.431480,62.697051
3.000000,49.387817,5.917689,64.705577
4.000000,50.959034,5.837683,62.488315
5.000000,49.500953,5.891012,66.037756
6.000000,50.473685,6.224918,68.224075
7.000000,51.823122,7.071531,67.992231
8.000000,52.484065,6.581474,69.453079
9.000000,53.546281,6.634377,67.635602
10.000000,53.495762,7.251473,71.503714
11.000000,55.934848,5.916726,71.605783
12.000000,59.016746,4.058718,69.591881
13.000000,59.571735,4.586954,69.591750
14.000000,61.900809,3.791086,69.918193
15.000000,62.357580,3.401473,69.918193
16.000000,62.812399,3.392139,71.748961
17.000000,62.926400,3.817570,71.748961
18.000000,63.712932,3.654022,69.881447
19.000000,64.748456,3.212301,70.036294
20.000000,65.106544,3.164188,70.036294
21.000000,64.737845,3.250885,70.036294
22.000000,65.038772,2.994389,71.979120
23.000000,65.500110,2.539465,69.965034
24.000000,65.390615,2.752121,69.759321
25.000000,65.479497,2.595646,69.941358
26.000000,65.956117,2.500107,69.896786
27.000000,65.730220,2.405813,69.931268
28.000000,65.859541,2.910735,69.931268
29.000000,66.975360,2.346240,69.965776
