Generation,Mean_Fitness,Std_Fitness,Best_Fitness
0.000000,36.540093,8.156039,59.745993
1.000000,42.635602,9.535359,61.542658
2.000000,44.495051,9.067977,59.798221
3.000000,59.809542,0.491818,63.355275
4.000000,62.491314,1.366691,66.769495
5.000000,64.355661,2.452704,66.815605
6.000000,66.807522,0.017627,66.828350
7.000000,66.819610,0.006861,66.852350
8.000000,66.417186,1.365173,66.963385
9.000000,66.945762,0.058474,66.995605
10.000000,66.986286,0.014428,66.996350
11.000000,66.990755,0.012089,66.996350
12.000000,66.996674,0.003224,67.028752
13.000000,67.037519,0.159434,68.618256
14.000000,68.099987,0.771053,68.794994
15.000000,68.758401,0.061664,68.794994
16.000000,68.794994,0.000000,68.794994
17.000000,68.794994,0.000000,68.794994
18.000000,68.794994,0.000000,68.794994
19.000000,68.795037,0.000424,68.799256
20.000000,68.286996,1.262293,68.811256
21.000000,68.633481,0.610927,68.811256
22.000000,68.513740,0.898730,68.812491
23.000000,68.532997,0.725753,69.760796
24.000000,67.222344,2.901429,69.796796
25.000000,69.139991,0.827452,69.820796
26.000000,69.348181,0.755247,70.313903
27.000000,70.169931,0.229497,70.337903
28.000000,70.338143,0.002388,70.361903
29.000000,70.353503,0.011321,70.361903
