Generation,Mean_Fitness,Std_Fitness,Best_Fitness
0.000000,21.749879,15.089104,56.761675
1.000000,39.004089,15.153831,85.567552
2.000000,56.077290,10.343080,87.991410
3.000000,61.035085,9.180825,89.468774
4.000000,66.982968,11.817358,88.391410
5.000000,68.414981,11.910341,89.393424
6.000000,72.201296,11.497291,89.393424
7.000000,77.774029,9.617767,90.821114
8.000000,81.409850,6.964330,88.621114
9.000000,85.684036,2.820148,88.266602
10.000000,86.734267,0.674497,89.468774
11.000000,86.757494,1.504044,89.468774
12.000000,87.253488,0.843314,89.593424
13.000000,87.410384,1.134589,89.593424
14.000000,87.729232,1.020552,89.593424
15.000000,88.051002,1.071378,89.593424
16.000000,88.787170,0.843135,89.593424
17.000000,89.209684,0.558230,89.805595
18.000000,89.267174,0.529630,89.805595
19.000000,89.507667,0.145417,89.805595
20.000000,89.513567,0.277961,90.205595
21.000000,89.625748,0.146921,90.205595
22.000000,89.694377,0.146786,90.205595
23.000000,89.704663,0.171404,90.201521
24.000000,89.766986,0.161510,90.201521
25.000000,89.859980,0.157482,90.205595
26.000000,89.947019,0.195774,90.205595
27.000000,90.123959,0.157444,90.205595
28.000000,90.203476,0.002035,90.205595
29.000000,90.218016,0.131368,91.524654
