Generation,Mean_Fitness,Std_Fitness,Best_Fitness
0.000000,19.316664,14.852109,59.704832
1.000000,33.339765,6.542500,57.282605
2.000000,38.412673,8.034668,62.836930
3.000000,43.052101,7.671744,63.933904
4.000000,46.162682,5.963375,62.836930
5.000000,47.919194,5.417549,63.178642
6.000000,48.723325,5.636067,63.178642
7.000000,50.695500,6.430324,65.845249
8.000000,50.444159,6.184106,65.924338
9.000000,53.605034,5.149652,66.421225
10.000000,55.881908,4.741707,67.564664
11.000000,58.016218,4.667694,67.643827
12.000000,60.225268,3.744649,67.600349
13.000000,60.075180,4.163747,67.680105
14.000000,61.281697,3.269562,67.602362
15.000000,62.407778,2.758780,69.467928
16.000000,64.241745,2.129937,71.281684
17.000000,64.708652,2.512201,71.296505
18.000000,65.127331,2.129818,71.281684
19.000000,65.414373,1.793059,69.548008
20.000000,66.287078,0.978177,70.237465
21.000000,66.429203,0.761211,69.836231
22.000000,66.493382,0.859571,69.836231
23.000000,66.620908,0.953497,69.836231
24.000000,66.441161,1.222568,69.836231
25.000000,67.124520,1.204812,69.972917
26.000000,67.109554,1.533597,69.972917
27.000000,67.367487,1.569117,71.414383
28.000000,67.406697,1.516759,69.972917
29.000000,67.784473,1.502100,73.703795
