Generation,Mean_Fitness,Std_Fitness,Best_Fitness
0.000000,48.547697,7.495564,67.612234
1.000000,57.423711,3.754712,69.841602
2.000000,52.413583,6.413121,64.857544
3.000000,44.582083,4.724539,58.433565
4.000000,44.656531,4.181256,55.059667
5.000000,54.132141,2.177576,60.344998
6.000000,59.815522,2.546921,68.397620
7.000000,65.287426,2.366942,68.397620
8.000000,65.345672,3.078098,68.397620
9.000000,68.346498,0.105500,68.397620
10.000000,68.428556,0.222413,70.433416
11.000000,69.667781,1.128119,71.148833
12.000000,70.405439,0.181729,70.610615
13.000000,70.611571,0.619066,76.669333
14.000000,73.122532,3.016425,76.692508
15.000000,70.924277,8.496251,76.692508
16.000000,76.647855,0.048636,76.704508
17.000000,76.701748,0.005328,76.716508
18.000000,75.551998,2.127218,76.716508
19.000000,74.126520,2.842979,76.716508
20.000000,76.346505,1.149864,76.716508
21.000000,73.913641,2.975862,76.716508
22.000000,73.454638,3.539484,76.716508
23.000000,74.203081,1.856442,76.716508
24.000000,74.654512,1.703630,76.716508
25.000000,67.976120,9.547336,76.716508
26.000000,66.243985,8.216819,76.716508
27.000000,69.342930,4.493334,72.540010
28.000000,71.863484,0.968191,72.540010
29.000000,70.693249,2.672044,72.540010
