Generation,Mean_Fitness,Std_Fitness,Best_Fitness
0.000000,4.245402,13.963103,39.013548
1.000000,17.574903,12.639831,48.013548
2.000000,25.967954,12.890435,66.269900
3.000000,34.007670,13.179315,94.900134
4.000000,37.336293,15.696364,94.900134
5.000000,41.386851,17.161519,94.900134
6.000000,48.716203,16.943021,94.900134
7.000000,55.476282,17.995101,94.900134
8.000000,61.736548,19.363279,94.900134
9.000000,65.259075,16.608653,94.900134
10.000000,68.456995,15.479408,94.900134
11.000000,70.715987,15.552161,94.900134
12.000000,69.796262,16.420933,94.900134
13.000000,71.745778,14.432490,94.912404
14.000000,73.118821,13.461959,94.912404
15.000000,73.440613,12.453810,94.912404
16.000000,74.026234,12.759128,94.912404
17.000000,74.114721,12.504514,94.912404
18.000000,75.426306,12.642476,94.912404
19.000000,76.568423,12.880455,95.023266
20.000000,78.283318,11.900082,95.023266
21.000000,80.884738,12.244871,94.931096
22.000000,81.957714,12.383500,94.931096
23.000000,82.751009,12.550822,94.931096
24.000000,82.752404,12.551276,94.982720
25.000000,82.754991,12.551984,94.982720
26.000000,82.611918,13.562838,94.982720
27.000000,83.340376,12.438877,94.982720
28.000000,83.210070,13.521328,94.982720
29.000000,82.921207,12.950849,94.982720
