Generation,Mean_Fitness,Std_Fitness,Best_Fitness
0.000000,2.386573,12.559129,48.013548
1.000000,13.640326,16.802375,66.013548
2.000000,23.947661,16.358341,66.013548
3.000000,31.048368,16.909105,66.018586
4.000000,37.937501,17.166187,66.073074
5.000000,40.301131,17.983007,66.018586
6.000000,45.859138,17.795170,66.018586
7.000000,51.941679,14.635575,66.018586
8.000000,59.577980,4.400722,75.013548
9.000000,61.013445,6.115016,75.013548
10.000000,62.717574,6.157717,75.013548
11.000000,63.459096,10.906519,94.900134
12.000000,69.508734,11.078419,94.900134
13.000000,73.002939,14.122791,94.900134
14.000000,74.825461,14.772333,94.900134
15.000000,77.508399,15.370330,94.900134
16.000000,78.894244,14.499324,94.900134
17.000000,80.248587,14.365215,94.900134
18.000000,79.764141,14.287572,94.900134
19.000000,80.447453,14.428877,94.900134
20.000000,80.447453,14.428877,94.900134
21.000000,81.223924,14.526397,94.900134
22.000000,80.828411,14.361892,94.900134
23.000000,81.893298,14.356637,94.900134
24.000000,80.126248,14.048435,94.900134
25.000000,81.695600,14.481145,94.900134
26.000000,80.582041,15.845423,94.900134
27.000000,86.455678,12.495506,94.900134
28.000000,86.314095,13.423821,94.900134
29.000000,86.116214,13.619312,94.900134
