Generation,Mean_Fitness,Std_Fitness,Best_Fitness
0.000000,44.275095,40.959210,93.089013
1.000000,90.738506,1.812801,93.689516
2.000000,91.763516,1.241167,93.689516
3.000000,92.436977,0.860375,94.055214
4.000000,92.790746,0.647021,94.432404
5.000000,92.964915,0.652202,94.432404
6.000000,93.134526,0.679420,94.432404
7.000000,93.414140,0.623104,94.432404
8.000000,93.703345,0.538862,94.738596
9.000000,93.813540,0.558318,94.738596
10.000000,94.008679,0.555437,94.738596
11.000000,94.253366,0.440693,94.738596
12.000000,94.306595,0.377343,94.738596
13.000000,94.392644,0.278200,94.738596
14.000000,94.452440,0.235834,94.738596
15.000000,94.509677,0.173242,94.738596
16.000000,94.550812,0.143375,94.738596
17.000000,94.589978,0.144666,94.738596
18.000000,94.596273,0.165178,94.738596
19.000000,94.621069,0.142693,94.738596
20.000000,94.657803,0.109431,94.738596
21.000000,94.663359,0.123312,94.738596
22.000000,94.660535,0.125936,94.738596
23.000000,94.664498,0.109513,94.738596
24.000000,94.669027,0.100823,94.738596
25.000000,94.668951,0.096807,94.798596
26.000000,94.675498,0.104330,94.798596
27.000000,94.682544,0.086946,94.798596
28.000000,94.680007,0.101891,94.798596
29.000000,94.691779,0.081791,94.798596
