Generation,Mean_Fitness,Std_Fitness,Best_Fitness
0.000000,30.995881,19.032274,62.417303
1.000000,49.900306,7.560621,62.418311
2.000000,50.503568,6.642274,62.418311
3.000000,50.576412,2.356141,54.167580
4.000000,50.402364,1.512552,54.454395
5.000000,53.330637,1.315886,56.310222
6.000000,52.380619,2.837429,60.259251
7.000000,51.478070,2.709266,59.183610
8.000000,51.473447,2.953270,61.900317
9.000000,52.807673,3.876663,63.288188
10.000000,62.336559,2.739962,72.190526
11.000000,71.175096,1.078298,72.190526
12.000000,72.190526,0.000000,72.190526
13.000000,72.195810,0.052578,72.718954
14.000000,72.553422,0.219589,72.730297
15.000000,68.675122,3.504824,72.869765
16.000000,70.407403,1.715194,72.869765
17.000000,69.939307,1.470887,73.088135
18.000000,71.129208,5.544874,73.088135
19.000000,64.192999,6.833120,73.088135
20.000000,71.219607,2.878352,74.117657
21.000000,71.196821,6.020216,74.117657
22.000000,58.480263,10.731894,74.117657
23.000000,49.698701,6.056642,74.117657
24.000000,54.702578,9.303821,74.117657
25.000000,47.734853,3.027327,60.428388
26.000000,49.961905,3.698081,61.075218
27.000000,50.912128,3.820905,61.944154
28.000000,46.964961,5.739967,66.611941
29.000000,51.811119,6.922897,66.611941
