Generation,Mean_Fitness,Std_Fitness,Best_Fitness
0.000000,19.170456,15.742846,74.715866
1.000000,33.257863,12.924726,74.715866
2.000000,41.362876,14.390540,86.475744
3.000000,53.942290,15.069340,89.413791
4.000000,64.332874,10.566808,89.413791
5.000000,69.017327,10.027768,89.413791
6.000000,74.594521,9.575329,89.413791
7.000000,80.272075,7.484622,89.593424
8.000000,83.840150,6.072108,89.593424
9.000000,87.661980,2.433776,89.593424
10.000000,88.870946,0.612888,90.759745
11.000000,89.270932,0.297558,90.759745
12.000000,89.220730,0.435789,90.759745
13.000000,89.300694,0.459350,90.759745
14.000000,89.460247,0.278005,90.759745
15.000000,89.440353,0.209201,90.759745
16.000000,89.436323,0.215833,90.759745
17.000000,89.496092,0.317768,90.759745
18.000000,89.659017,0.476259,90.759745
19.000000,89.749894,0.506252,90.759745
20.000000,89.995161,0.593940,91.251965
21.000000,89.800141,1.427886,90.759745
22.000000,90.662869,0.297037,90.759745
23.000000,90.759745,0.000000,90.759745
24.000000,90.759745,0.000000,90.759745
25.000000,90.759745,0.000000,90.759745
26.000000,90.759745,0.000000,90.759745
27.000000,90.759745,0.000000,90.759745
28.000000,90.759745,0.000000,90.759745
29.000000,90.759745,0.000000,90.759745
