Generation,Mean_Fitness,Std_Fitness,Best_Fitness
0.000000,9.835999,20.810125,57.018586
1.000000,37.143229,10.687937,57.018586
2.000000,43.254056,6.781996,66.013548
3.000000,47.687399,9.929276,94.846708
4.000000,52.895836,7.670113,94.846708
5.000000,57.129247,4.638338,94.846708
6.000000,58.137384,5.535167,94.846708
7.000000,58.029616,4.539398,94.846708
8.000000,59.703670,7.989629,94.846708
9.000000,59.380653,5.611452,94.846708
10.000000,58.368494,3.213428,66.046757
11.000000,58.097890,3.648705,66.046757
12.000000,59.091983,4.006376,75.231679
13.000000,60.359500,5.209410,75.231679
14.000000,62.909715,6.393840,94.900134
15.000000,66.243654,9.245121,94.918596
16.000000,66.629535,9.032477,94.918596
17.000000,69.808035,10.577467,94.918596
18.000000,78.189289,11.528053,94.918596
19.000000,82.841913,10.938860,94.918596
20.000000,87.982625,9.352272,94.918596
21.000000,89.561873,8.704856,94.918596
22.000000,93.098601,5.614589,94.918596
23.000000,93.298740,5.324783,94.918596
24.000000,94.091080,3.847916,94.918596
25.000000,94.493883,2.748305,94.918596
26.000000,94.913415,0.017004,94.918596
27.000000,94.907967,0.030817,94.918596
28.000000,94.918596,0.000000,94.918596
29.000000,94.907293,0.032704,94.918596
