Generation,Mean_Fitness,Std_Fitness,Best_Fitness
0.000000,25.561910,17.840453,85.640905
1.000000,40.070832,17.566938,85.793424
2.000000,53.445969,15.569512,85.640905
3.000000,62.424739,13.635007,86.866602
4.000000,69.340639,13.360772,87.266602
5.000000,72.006150,14.444737,89.759745
6.000000,73.369515,14.083101,87.266602
7.000000,75.628613,13.583754,89.154995
8.000000,79.938691,10.376175,89.468774
9.000000,81.427145,10.594475,90.757367
10.000000,85.293759,5.574593,90.757367
11.000000,87.314134,1.373641,91.254579
12.000000,87.990017,1.776001,91.254579
13.000000,88.285733,1.905200,91.254579
14.000000,88.720128,2.022357,91.254579
15.000000,88.981273,2.031595,91.454579
16.000000,88.858348,3.118218,91.454579
17.000000,89.354088,2.170859,91.559745
18.000000,88.800361,3.769265,91.559745
19.000000,89.511849,2.421546,91.559745
20.000000,89.953742,1.461974,91.559745
21.000000,89.969306,1.482696,91.559745
22.000000,89.854764,1.752417,91.559745
23.000000,90.083314,1.541283,91.559745
24.000000,90.348815,1.540442,91.559745
25.000000,90.490240,1.556901,91.559745
26.000000,90.685456,1.428897,91.559745
27.000000,90.895179,1.214952,91.559745
28.000000,91.086318,1.046908,91.559745
29.000000,91.438836,0.262873,91.559745
