Generation,Mean_Fitness,Std_Fitness,Best_Fitness
0.000000,43.061445,6.713999,64.113174
1.000000,45.987302,11.469866,67.820388
2.000000,57.185291,7.552499,67.843654
3.000000,53.639840,7.243446,67.102912
4.000000,63.636844,2.709253,68.768525
5.000000,63.708760,2.477067,68.759313
6.000000,64.023487,2.872641,69.967065
7.000000,64.654963,1.983454,69.303499
8.000000,65.978070,2.643457,69.303499
9.000000,66.286546,2.497433,69.319656
10.000000,68.213517,1.081357,69.364022
11.000000,68.309714,0.221438,69.904875
12.000000,69.086658,0.811889,69.990711
13.000000,70.109922,0.694845,71.277996
14.000000,70.741520,0.843456,71.283523
15.000000,71.282584,0.002076,71.283523
16.000000,71.283523,0.000000,71.283523
17.000000,71.283692,0.001674,71.300343
18.000000,71.289410,0.008022,71.300343
19.000000,71.291300,0.009528,71.337937
20.000000,71.322427,0.067588,71.939487
21.000000,71.613703,0.314099,71.939487
22.000000,71.534569,0.426039,71.939487
23.000000,71.635126,0.268525,71.951487
24.000000,71.101528,1.010831,72.030770
25.000000,69.731976,2.134028,72.030770
26.000000,70.879097,1.801211,72.030770
27.000000,71.992038,0.059860,72.030770
28.000000,72.030959,0.001883,72.049700
29.000000,72.041371,0.009397,72.049700
